414,60.83435
417,53.39868
420,56.095825
423,49.983093
426,55.61206
429,61.114746
432,65.71741
435,75.50079
438,85.01068
441,75.770996
444,85.00421
447,84.17615
450,80.66693
453,85.47742
456,82.47223
459,149.62256
462,137.00452
465,144.32068
468,131.32239
471,118.77362
474,136.08557
477,129.65833
480,126.86914
483,82.95288
486,77.20441
489,92.21887
492,78.40979
495,121.493164
498,147.38379
501,81.92346
504,104.81006
507,151.66943
510,98.68811
513,78.36377
516,106.47424
519,81.15381
522,104.81775
525,100.625305
528,139.10138
531,199.81122
534,188.1903
537,138.41553
540,143.10278
543,161.07538
546,145.81958
549,124.7948
552,159.15076
555,150.22064
558,207.49237
561,229.02594
564,212.05627
567,124.6864
570,106.27289
573,127.3139
576,115.473206
579,158.75085
582,163.83087
585,190.21637
588,162.09497
591,127.32483
594,165.17145
597,197.60455
600,169.70581
603,127.92859
606,82.515076
609,120.86578
612,158.12189
615,153.39178
618,174.53735
621,210.57068
624,171.54095
627,212.83148
630,221.09375
633,231.2124
636,203.34076
639,167.44073
642,180.84479
645,175.28583
648,178.71033
651,186.07208
654,175.11182
657,163.76093
660,168.27496
663,165.52533
666,173.26788
669,147.43292
672,109.93457
675,155.85461
678,104.67853
681,-3.0217285
684,185.25037
687,200.10901
690,125.01221
693,191.07568
696,173.57507
699,79.15436
702,95.98108
705,98.84552
708,107.91858
711,137.87268
714,174.9002
717,190.70483
720,184.555
723,151.0011
726,140.95483
729,96.94873
732,98.335754
735,94.30774
738,72.69116
741,60.30304
744,91.35547
747,75.394104
750,185.54004
753,213.2987
756,176.76056
759,100.6142
762,182.86261
765,205.10083
768,141.47632
771,134.23773
774,208.37164
777,207.39001
780,154.7536
783,84.01227
786,65.150085
789,86.815
792,98.66791
795,120.010376
798,107.58246
801,101.26886
804,148.70941
807,166.16974
810,113.7406
813,79.83972
816,127.80029
819,117.10852
822,64.71338
825,26.090088
828,11.888672
831,8.18988
834,1.9864502
837,26.278992
840,22.358093
843,41.888733
846,56.522583
849,68.220764
852,67.95148
855,56.65399
858,51.050293
861,90.83032
864,84.7561
867,95.08124
870,100.44861
873,100.21307
876,70.913025
879,79.997986
882,86.963135
885,110.97345
888,125.47174
891,125.56537
894,118.26001
897,124.33984
900,129.72552
903,94.44141
906,88.39044
909,83.14819
